Complaint_No,Weapon_Type
20110116213800,Handgun                                 
20110116215002,"Personal Weapons (hands,feet,teeth,etc.)"
20110116220801,"Personal Weapons (hands,feet,teeth,etc.)"
20110116221202,"Personal Weapons (hands,feet,teeth,etc.)"
20110116235702,"Personal Weapons (hands,feet,teeth,etc.)"
20110117012501,"Personal Weapons (hands,feet,teeth,etc.)"
20110117012805,Handgun                                 
20110117015800,Handgun                                 
20110117032600,"Personal Weapons (hands,feet,teeth,etc.)"
20110117085000,Not Applicable/None                     
20110117090901,"Personal Weapons (hands,feet,teeth,etc.)"
20110117101500,Handgun                                 
20110117111000,Handgun                                 
20110117113701,"Personal Weapons (hands,feet,teeth,etc.)"
20110117121302,"Personal Weapons (hands,feet,teeth,etc.)"
20110117121806,"Personal Weapons (hands,feet,teeth,etc.)"
20110117124201,"Personal Weapons (hands,feet,teeth,etc.)"
20110117134204,"Personal Weapons (hands,feet,teeth,etc.)"
20110117134703,"Personal Weapons (hands,feet,teeth,etc.)"
20110117135905,"Personal Weapons (hands,feet,teeth,etc.)"
20110117140001,"Personal Weapons (hands,feet,teeth,etc.)"
20110117141002,"Personal Weapons (hands,feet,teeth,etc.)"
20110117143701,"Personal Weapons (hands,feet,teeth,etc.)"
20110117144000,"Personal Weapons (hands,feet,teeth,etc.)"
20110117150100,Shotgun                                 
20110117153402,Handgun                                 
20110117154300,Handgun                                 
20110117155703,"Personal Weapons (hands,feet,teeth,etc.)"
20110117162000,"Personal Weapons (hands,feet,teeth,etc.)"
20110117173700,"Personal Weapons (hands,feet,teeth,etc.)"
20110117174402,"Personal Weapons (hands,feet,teeth,etc.)"
20110117175203,Knife                                   
20110117175203,"Personal Weapons (hands,feet,teeth,etc.)"
20110117184002,"Personal Weapons (hands,feet,teeth,etc.)"
20110117185804,Handgun                                 
20110117191301,Handgun                                 
20110117194205,"Personal Weapons (hands,feet,teeth,etc.)"
20110117202102,"Personal Weapons (hands,feet,teeth,etc.)"
20110117204101,"Personal Weapons (hands,feet,teeth,etc.)"
20110117205402,Handgun                                 
20110117213204,"Personal Weapons (hands,feet,teeth,etc.)"
20110117214500,"Personal Weapons (hands,feet,teeth,etc.)"
20110117224502,"Personal Weapons (hands,feet,teeth,etc.)"
20110117225702,Shotgun                                 
20110117234302,"Personal Weapons (hands,feet,teeth,etc.)"
20110118000001,"Personal Weapons (hands,feet,teeth,etc.)"
20110118021700,"Personal Weapons (hands,feet,teeth,etc.)"
20110118021702,"Personal Weapons (hands,feet,teeth,etc.)"
20110118031303,Knife                                   
20110118064100,"Personal Weapons (hands,feet,teeth,etc.)"
20110118081402,"Personal Weapons (hands,feet,teeth,etc.)"
20110118090003,"Personal Weapons (hands,feet,teeth,etc.)"
20110118101505,"Personal Weapons (hands,feet,teeth,etc.)"
20110118110703,"Personal Weapons (hands,feet,teeth,etc.)"
20110118111203,"Personal Weapons (hands,feet,teeth,etc.)"
20110118114403,Handgun                                 
20110118132101,"Personal Weapons (hands,feet,teeth,etc.)"
20110118133200,"Personal Weapons (hands,feet,teeth,etc.)"
20110118135604,"Personal Weapons (hands,feet,teeth,etc.)"
20110118141003,Not Applicable/None                     
20110118144002,"Personal Weapons (hands,feet,teeth,etc.)"
20110118144200,Handgun                                 
20110118150901,"Personal Weapons (hands,feet,teeth,etc.)"
20110118152306,"Personal Weapons (hands,feet,teeth,etc.)"
20110118152307,"Personal Weapons (hands,feet,teeth,etc.)"
20110118160504,Razor                                   
20110118164107,Not Applicable/None                     
20110118170802,"Personal Weapons (hands,feet,teeth,etc.)"
20110118174702,Shotgun                                 
20110118185103,"Personal Weapons (hands,feet,teeth,etc.)"
20110118190202,"Personal Weapons (hands,feet,teeth,etc.)"
20110118191303,"Personal Weapons (hands,feet,teeth,etc.)"
20110118192301,"Personal Weapons (hands,feet,teeth,etc.)"
20110118192500,Handgun                                 
20110118210905,"Personal Weapons (hands,feet,teeth,etc.)"
20110118210907,"Personal Weapons (hands,feet,teeth,etc.)"
20110118210907,Handgun                                 
20110118212003,"Personal Weapons (hands,feet,teeth,etc.)"
20110118214004,"Personal Weapons (hands,feet,teeth,etc.)"
20110118223502,"Personal Weapons (hands,feet,teeth,etc.)"
20110118225300,Handgun                                 
20110118235506,Handgun                                 
20110119004601,"Personal Weapons (hands,feet,teeth,etc.)"
20110119023100,Shotgun                                 
20110119040000,"Personal Weapons (hands,feet,teeth,etc.)"
20110119052101,"Personal Weapons (hands,feet,teeth,etc.)"
20110119084401,"Personal Weapons (hands,feet,teeth,etc.)"
20110119092903,"Personal Weapons (hands,feet,teeth,etc.)"
20110119094307,"Personal Weapons (hands,feet,teeth,etc.)"
20110119102201,Other Chemical/Drugs                    
20110119104307,Knife                                   
20110119111607,Handgun                                 
20110119112203,"Personal Weapons (hands,feet,teeth,etc.)"
20110119115301,Other Weapon                            
20110119120909,"Personal Weapons (hands,feet,teeth,etc.)"
20110119122002,"Blunt Object(club,hammer,etc)           "
20110119123610,Knife                                   
20110119145103,Knife                                   
20110119154602,"Personal Weapons (hands,feet,teeth,etc.)"
20110119155006,Other Weapon                            
20110119161200,"Personal Weapons (hands,feet,teeth,etc.)"
20110119175701,"Personal Weapons (hands,feet,teeth,etc.)"
20110119180205,"Personal Weapons (hands,feet,teeth,etc.)"
20110119182604,Handgun                                 
20110119183201,Not Applicable/None                     
20110119191100,"Personal Weapons (hands,feet,teeth,etc.)"
20110119191702,Handgun                                 
20110119191702,"Personal Weapons (hands,feet,teeth,etc.)"
20110119192900,"Personal Weapons (hands,feet,teeth,etc.)"
20110119194102,"Personal Weapons (hands,feet,teeth,etc.)"
20110119203400,Knife                                   
20110119211802,"Personal Weapons (hands,feet,teeth,etc.)"
20110119213000,Handgun                                 
20110119213901,"Personal Weapons (hands,feet,teeth,etc.)"
20110119223102,"Personal Weapons (hands,feet,teeth,etc.)"
20110119224202,"Personal Weapons (hands,feet,teeth,etc.)"
20110119230802,"Personal Weapons (hands,feet,teeth,etc.)"
20110119232103,Knife                                   
20110120004300,Handgun                                 
20110120012004,"Personal Weapons (hands,feet,teeth,etc.)"
20110120021800,"Personal Weapons (hands,feet,teeth,etc.)"
20110120024802,"Personal Weapons (hands,feet,teeth,etc.)"
20110120031501,Handgun                                 
20110120051000,Vehicle                                 
20110120051000,"Personal Weapons (hands,feet,teeth,etc.)"
20110120063800,"Personal Weapons (hands,feet,teeth,etc.)"
20110120070502,Other Weapon                            
20110120083100,Handgun                                 
20110120102105,"Personal Weapons (hands,feet,teeth,etc.)"
20110120121901,Knife                                   
20110120121902,"Personal Weapons (hands,feet,teeth,etc.)"
20110120122104,Unknown/Not Stated                      
20110120124800,"Personal Weapons (hands,feet,teeth,etc.)"
20110120133404,Handgun                                 
20110120134601,"Personal Weapons (hands,feet,teeth,etc.)"
20110120143102,"Personal Weapons (hands,feet,teeth,etc.)"
20110120143901,"Personal Weapons (hands,feet,teeth,etc.)"
20110120154500,"Personal Weapons (hands,feet,teeth,etc.)"
20110120162600,"Personal Weapons (hands,feet,teeth,etc.)"
20110120163004,Handgun                                 
20110120164600,Razor                                   
20110120171203,"Personal Weapons (hands,feet,teeth,etc.)"
20110120171701,Knife                                   
20110120174602,"Personal Weapons (hands,feet,teeth,etc.)"
20110120182804,"Personal Weapons (hands,feet,teeth,etc.)"
20110120195601,"Blunt Object(club,hammer,etc)           "
20110120204902,"Personal Weapons (hands,feet,teeth,etc.)"
20110120205802,"Personal Weapons (hands,feet,teeth,etc.)"
20110120210900,"Personal Weapons (hands,feet,teeth,etc.)"
20110120223900,"Personal Weapons (hands,feet,teeth,etc.)"
20110120234002,Handgun                                 
20110121012101,"Personal Weapons (hands,feet,teeth,etc.)"
20110121014700,"Personal Weapons (hands,feet,teeth,etc.)"
20110121024601,"Personal Weapons (hands,feet,teeth,etc.)"
20110121025900,"Personal Weapons (hands,feet,teeth,etc.)"
20110121032802,"Blunt Object(club,hammer,etc)           "
20110121032802,Knife                                   
20110121043600,Knife                                   
20110121044000,Knife                                   
20110121094200,"Personal Weapons (hands,feet,teeth,etc.)"
20110121104006,"Personal Weapons (hands,feet,teeth,etc.)"
20110121114703,Not Applicable/None                     
20110121122801,"Personal Weapons (hands,feet,teeth,etc.)"
20110121133001,Unknown/Not Stated                      
20110121133003,Handgun                                 
20110121142003,"Personal Weapons (hands,feet,teeth,etc.)"
20110121150503,"Personal Weapons (hands,feet,teeth,etc.)"
20110121152101,Handgun                                 
20110121163100,"Personal Weapons (hands,feet,teeth,etc.)"
20110121171102,"Personal Weapons (hands,feet,teeth,etc.)"
20110121172603,"Personal Weapons (hands,feet,teeth,etc.)"
20110121175900,Handgun                                 
20110121180402,Vehicle                                 
20110121182104,Handgun                                 
20110121194701,"Personal Weapons (hands,feet,teeth,etc.)"
20110121194806,Handgun                                 
20110121201001,Knife                                   
20110121201001,"Personal Weapons (hands,feet,teeth,etc.)"
20110121201104,Other Cutting Instrument                
20110121201104,"Personal Weapons (hands,feet,teeth,etc.)"
20110121202803,Handgun                                 
20110121210500,"Personal Weapons (hands,feet,teeth,etc.)"
20110121214300,"Personal Weapons (hands,feet,teeth,etc.)"
20110121215101,Other Weapon                            
20110121220800,"Blunt Object(club,hammer,etc)           "
20110121223101,"Personal Weapons (hands,feet,teeth,etc.)"
20110121230103,"Personal Weapons (hands,feet,teeth,etc.)"
20110122003401,Handgun                                 
20110122003600,"Personal Weapons (hands,feet,teeth,etc.)"
20110122005003,"Personal Weapons (hands,feet,teeth,etc.)"
20110122005501,Handgun                                 
20110122010502,"Personal Weapons (hands,feet,teeth,etc.)"
20110122011103,"Personal Weapons (hands,feet,teeth,etc.)"
20110122013900,Handgun                                 
20110122014703,"Personal Weapons (hands,feet,teeth,etc.)"
20110122021300,Handgun                                 
20110122021300,Knife                                   
20110122024805,"Personal Weapons (hands,feet,teeth,etc.)"
20110122031102,"Personal Weapons (hands,feet,teeth,etc.)"
20110122031702,"Personal Weapons (hands,feet,teeth,etc.)"
20110122031902,Handgun                                 
20110122034600,"Personal Weapons (hands,feet,teeth,etc.)"
20110122050600,"Personal Weapons (hands,feet,teeth,etc.)"
20110122103302,"Personal Weapons (hands,feet,teeth,etc.)"
20110122111300,Undetermined Firearm                    
20110122114602,"Personal Weapons (hands,feet,teeth,etc.)"
20110122121201,"Personal Weapons (hands,feet,teeth,etc.)"
20110122134501,Vehicle                                 
20110122143800,"Personal Weapons (hands,feet,teeth,etc.)"
20110122153805,"Personal Weapons (hands,feet,teeth,etc.)"
20110122154804,"Personal Weapons (hands,feet,teeth,etc.)"
20110122170804,"Personal Weapons (hands,feet,teeth,etc.)"
20110122174403,"Personal Weapons (hands,feet,teeth,etc.)"
20110122190601,Knife                                   
20110122205100,"Personal Weapons (hands,feet,teeth,etc.)"
