Street_Address,Zipcode,X_Coordinate,Y_Coordinate,NIBRS_Hi_Class,HighRisk
   GUSTY                                    CT,28208,1432340,560057,Motor Vehicle Theft,0
   SHADY OAK                                TL,28210,1440040,504437,Motor Vehicle Theft,0
   LONG GRASS                               CT,28216,1437813,565939,Motor Vehicle Theft,0
   CREEKWOOD QUORUM                         DR,28212,1479471,518029,Motor Vehicle Theft,0
   VAN BUREN                                AV,28216,1446726,550185,Motor Vehicle Theft,0
   LITTLE WHITEOAK                          RD,28215,1497075,551869,Motor Vehicle Theft,0
   STEELECROFT                              PY,28273,1404428,497974,Motor Vehicle Theft,0
   RUMPLE                                   RD,28262,1467248,570515,Motor Vehicle Theft,0
   LANECREST                                DR,28215,1479577,546720,Motor Vehicle Theft,0
   PINEY GROVE                              RD,28212,1482523,523441,Motor Vehicle Theft,0
   SOUTH                                    BV,28273,1437151,502411,Motor Vehicle Theft,0
   DENVIEW                                  LN,28208,1429255,537732,Motor Vehicle Theft,0
   FISHER'S FARM                            LN,28277,1452000,490216,Motor Vehicle Theft,0
   ENDOLWOOD                                RD,28215,1481150,542551,Motor Vehicle Theft,0
   DOVE TREE                                LN,28213,1471777,558203,Motor Vehicle Theft,0
   DOVE TREE                                LN,28213,1471706,558036,Motor Vehicle Theft,0
   SHARON                                   RD,28226,1452336,515381,Motor Vehicle Theft,0
   CABARRUS                                 RD,28227,1521498,536892,Motor Vehicle Theft,0
   PROSPECT                                 DR,28213,1466796,561656,Motor Vehicle Theft,0
   LAKEMIST                                 DR,28217,1437822,515064,Motor Vehicle Theft,0
   UNIVERSITY CITY                          BV,28262,1486613,571156,Motor Vehicle Theft,0
   THE PLAZA                                  ,28215,1470014,550773,Motor Vehicle Theft,0
   FERNWOOD                                 DR,28212,1475471,516636,Motor Vehicle Theft,0
   GLENWOOD                                 DR,28208,1436320,552255,Motor Vehicle Theft,0
   BROWNE'S FERRY                           RD,28269,1462001,583493,Motor Vehicle Theft,0
   EASTCREST                                DR,28205,1463968,538686,Motor Vehicle Theft,0
   HARLAND                                  ST,28216,1429211,568818,Motor Vehicle Theft,0
   AVALON                                   AV,28208,1435245,550462,Motor Vehicle Theft,0
   LOG CABIN                                RD,28213,1466071,558003,Motor Vehicle Theft,0
   BELLHAVEN                                BV,28214,1427122,567950,Motor Vehicle Theft,0
   PINEHAVEN                                CT,28215,1471946,549961,Motor Vehicle Theft,0
   WILKINSON                                BV,28208,1434145,542603,Motor Vehicle Theft,0
   DOGWOOD                                  AV,2820,1457307,553563,Motor Vehicle Theft,0
   BROOKCHASE                               LN,28205,1471769,541554,Motor Vehicle Theft,0
   STONEHENGE                               LN,28216,1440540,565798,Motor Vehicle Theft,0
   VERONICA                                 DR,28215,1503391,544992,Motor Vehicle Theft,0
   HAVEN RIDGE                              LN,28227,1512822,540772,Motor Vehicle Theft,0
   FAIR WIND                                LN,28215,1479477,539553,Motor Vehicle Theft,0
   RACKHAM                                  DR,28208,1417852,547540,Motor Vehicle Theft,0
   RACKHAM                                  DR,28214,1417852,547540,Motor Vehicle Theft,0
   RACKHAM                                  DR,28214,1417852,547540,Motor Vehicle Theft,0
   LITTLE ROCK                              RD,28214,1421391,550146,Motor Vehicle Theft,0
   COMMERCIAL                               AV,28205,1466671,549654,Motor Vehicle Theft,0
   WILLIE WORRELL                           DR,28215,1470880,548540,Motor Vehicle Theft,0
   JOSH BIRMINGHAM                          PY,28214,1419128,540460,Motor Vehicle Theft,0
   NEVIN                                    RD,28269,1460763,569008,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28212,1480426,532874,Motor Vehicle Theft,0
   SHERIDAN                                 DR,28205,1470320,537298,Motor Vehicle Theft,0
   MONROE                                   RD,28212,1472232,527012,Motor Vehicle Theft,0
N  SARDIS                                   RD,28270,1484903,511786,Motor Vehicle Theft,0
   CARMEL                                   RD,28226,1454324,498138,Motor Vehicle Theft,0
   CAROWAY                                  ST,28262,1489339,573589,Motor Vehicle Theft,0
   COUNTRYSIDE                              DR,28213,1471696,558681,Motor Vehicle Theft,0
N  ALEXANDER                                ST,28205,1461294,549267,Motor Vehicle Theft,0
   NORLAND                                  RD,28205,1467701,534032,Motor Vehicle Theft,0
   WOODSEDGE                                DR,28216,1444134,586788,Motor Vehicle Theft,0
   BRANCH WAY                               CT,28273,1436836,509191,Motor Vehicle Theft,0
   BURNER                                   DR,28215,1473910,535937,Motor Vehicle Theft,0
   AUGUSTA                                  ST,28216,1447425,556387,Motor Vehicle Theft,0
   TOM HUNTER                               RD,28213,1465588,561183,Motor Vehicle Theft,0
   OLD PINEVILLE                            RD,28217,1438781,517324,Motor Vehicle Theft,0
N  DAVIDSON                                 ST,28205,1454754,544334,Motor Vehicle Theft,0
   FARM POND                                LN,28212,1481235,535046,Motor Vehicle Theft,0
   THE PLAZA                                  ,28205,1462702,546796,Motor Vehicle Theft,0
   STILLGREEN                               LN,28214,1422469,569389,Motor Vehicle Theft,0
   BROWNE'S FERRY                           RD,28269,1462420,583220,Motor Vehicle Theft,0
   BIG RIVER                                RD,28216,1440985,566456,Motor Vehicle Theft,0
N  GRAHAM                                   ST,28202,1449990,545081,Motor Vehicle Theft,0
   ANASTASIA                                CT,28216,1422497,575212,Motor Vehicle Theft,0
   HERRIN                                   AV,28205,1464912,546338,Motor Vehicle Theft,0
   LASALLE                                  ST,28216,1449789,554879,Motor Vehicle Theft,0
   WATER WALK                               LN,28208,1441488,544685,Motor Vehicle Theft,0
   ARROWHAWK                                DR,28217,1437224,510491,Motor Vehicle Theft,0
N  TRYON                                    ST,28213,1475579,564471,Motor Vehicle Theft,0
   RACKHAM                                  DR,28214,1417852,547540,Motor Vehicle Theft,0
   CULLMAN                                  AV,28206,1459677,550391,Motor Vehicle Theft,0
   OAKLAWN                                  AV,28206,1450268,550026,Motor Vehicle Theft,0
   ENGLISH HILLS                            DR,28212,1483052,535258,Motor Vehicle Theft,0
   GERA EMMA                                DR,28215,1486755,551426,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28212,1477043,524145,Motor Vehicle Theft,0
W  7TH                                      ST,28202,1449223,544990,Motor Vehicle Theft,0
N  DAVIDSON                                 ST,28205,1461395,550394,Motor Vehicle Theft,0
   FINN HALL                                AV,28216,1446228,583383,Motor Vehicle Theft,0
   QUEEN CITY                               DR,28208,1427187,548217,Motor Vehicle Theft,0
   WEST                                     BV,28208,1436911,538333,Motor Vehicle Theft,0
   DIXIE RIVER                              RD,28278,1410968,534807,Motor Vehicle Theft,0
N  SUMMIT                                   AV,28208,1446503,547763,Motor Vehicle Theft,0
   DAPHNE                                   DR,28269,1449892,580127,Motor Vehicle Theft,0
   MENDHAM                                  DR,28215,1478806,546207,Motor Vehicle Theft,0
   ORR                                      RD,28213,1479071,556273,Motor Vehicle Theft,0
   ECHO CANYON                              LN,28262,1475978,564588,Motor Vehicle Theft,0
   JOSH BIRMINGHAM                          PY,28208,1419406,541268,Motor Vehicle Theft,0
   RIVERBIRCH                               DR,28210,1440344,501533,Motor Vehicle Theft,0
   EASTWAY                                  DR,28205,1467644,536775,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1462597,552931,Motor Vehicle Theft,0
N  TRYON                                    ST,28213,1472244,560803,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1462249,552689,Motor Vehicle Theft,0
   PATRIOT                                  DR,28227,1495914,530998,Motor Vehicle Theft,0
   WILKINSON                                BV,28208,1419426,546385,Motor Vehicle Theft,0
   MEADOW ROSE                              LN,28215,1482192,545897,Motor Vehicle Theft,0
   KELSTON                                  PL,28212,1479010,535789,Motor Vehicle Theft,0
S  KINGS                                    DR,28204,1451625,534963,Motor Vehicle Theft,0
   PARK PLACE                               DR,28262,1465391,570965,Motor Vehicle Theft,0
E  TREMONT                                  AV,28203,1445588,535395,Motor Vehicle Theft,0
   FRAZIER                                  AV,28216,1445318,546453,Motor Vehicle Theft,0
   MEADECROFT                               RD,28214,1416349,565440,Motor Vehicle Theft,0
   OLD MALLARD CREEK                        RD,28262,1469093,574852,Motor Vehicle Theft,0
   PROVIDENCE                               RD,28212,1468153,507335,Motor Vehicle Theft,0
   OLD STATESVILLE                          RD,28269,1456112,585561,Motor Vehicle Theft,0
   CHIPPENDALE                              RD,28205,1469027,530884,Motor Vehicle Theft,0
   KIEV                                     DR,28269,1442976,571615,Motor Vehicle Theft,0
   HART                                     RD,28214,1414844,580126,Motor Vehicle Theft,0
   HICKORY GROVE                            RD,28215,1483949,540600,Motor Vehicle Theft,0
   BROOKSHIRE                               BV,28216,1433778,562689,Motor Vehicle Theft,0
   HARRISBURG                               RD,28215,1503555,547358,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,29212,1473713,528259,Motor Vehicle Theft,0
   MARK TWAIN                               RD,28262,1482909,568306,Motor Vehicle Theft,0
   MT VERNON                                AV,28203,1448850,537109,Motor Vehicle Theft,0
   TEAL POINT                               DR,28205,1474365,534833,Motor Vehicle Theft,0
N  WENDOVER                                 RD,28211,1462782,529155,Motor Vehicle Theft,0
W  SUGAR CREEK                              RD,28213,1464862,560265,Motor Vehicle Theft,0
   SWANK                                    PL,28216,1446899,591769,Motor Vehicle Theft,0
W  SUGAR CREEK                              RD,28213,1464862,560265,Motor Vehicle Theft,0
   MILTON                                   RD,28215,1476692,549128,Motor Vehicle Theft,0
S  MINT                                     ST,28203,1445263,540372,Motor Vehicle Theft,0
   PROSPECT                                 DR,28213,1467142,561411,Motor Vehicle Theft,0
   SALOME CHURCH                            RD,28262,1486367,585605,Motor Vehicle Theft,0
   PROSPECT                                 DR,28213,1466430,561054,Motor Vehicle Theft,0
   GUENOC                                   CT,28270,1471996,481954,Motor Vehicle Theft,0
   CHARBRAY                                 LN,28262,1482961,559356,Motor Vehicle Theft,0
   WESTERLY HILLS                           DR,28208,1433258,542870,Motor Vehicle Theft,0
   COMMONWEALTH                             AV,28205,1462375,536415,Motor Vehicle Theft,0
   KENNON                                   ST,28205,1458622,543573,Motor Vehicle Theft,0
E  35TH                                     ST,28205,1463695,546983,Motor Vehicle Theft,0
W  SUMMIT                                   AV,28203,1443996,540209,Motor Vehicle Theft,0
   WILLIAMS                                 RD,28215,1481788,544379,Motor Vehicle Theft,0
   SOUTH                                    BV,28210,1439231,513544,Motor Vehicle Theft,0
   REAGAN                                   DR,28215,1463398,560563,Motor Vehicle Theft,0
   AGNEW                                    DR,28278,1406902,517331,Motor Vehicle Theft,0
   MURRAYHILL                               RD,28210,1443192,521685,Motor Vehicle Theft,0
   MILTON                                   RD,28215,1481285,545141,Motor Vehicle Theft,0
   WILLOW PARK                              DR,28205,1472759,536296,Motor Vehicle Theft,0
   INDEPENDENCE                             BV,28212,1476736,524742,Motor Vehicle Theft,0
   COMMONWEALTH                             AV,28205,1462400,536808,Motor Vehicle Theft,0
   BENTHAVEN                                LN,28269,1461510,584077,Motor Vehicle Theft,0
   RACKHAM                                  DR,28214,1417852,547540,Motor Vehicle Theft,0
   WICKVILLE                                DR,28215,1486151,542815,Motor Vehicle Theft,0
   COLUMBUS                                 CR,28206,1439003,544091,Motor Vehicle Theft,0
E  7TH                                      ST,28202,1451803,542259,Motor Vehicle Theft,0
   FARMHURST                                DR,28217,1434563,513681,Motor Vehicle Theft,0
   BLYTHE                                   BV,28203,1450789,533453,Motor Vehicle Theft,0
N  GRAHAM                                   ST,28206,1454078,550407,Motor Vehicle Theft,0
   NATIONS FORD                             RD,28217,1434216,510871,Motor Vehicle Theft,0
E  6TH                                      ST,28202,1451057,542783,Motor Vehicle Theft,0
   TARRYWOOD                                LN,28205,1475393,539554,Motor Vehicle Theft,0
   FAIRBROOK                                DR,28206,1445963,560953,Motor Vehicle Theft,0
   THORNWOOD                                RD,28213,1466723,557019,Motor Vehicle Theft,0
   FARMER                                   ST,28208,1433958,536241,Motor Vehicle Theft,0
   CONDON                                   ST,28216,1446757,551462,Motor Vehicle Theft,0
   TRIBUNE                                  DR,28214,1410820,560026,Motor Vehicle Theft,0
   GRAFTON                                  DR,28215,1474756,548074,Motor Vehicle Theft,0
   CENTRAL                                  AV,28205,1474992,535854,Motor Vehicle Theft,0
   PROVIDENCE                               RD,28270,1470054,478741,Motor Vehicle Theft,0
E  MILAN                                    RD,28216,1442220,564528,Motor Vehicle Theft,0
   GRANDIN                                  RD,28208,1444130,545160,Motor Vehicle Theft,0
E  18TH                                     ST,28205,1456648,544508,Motor Vehicle Theft,0
   FOX RUN                                  DR,28212,1474250,520574,Motor Vehicle Theft,0
   SOUTH                                    BV,28210,1439304,507350,Motor Vehicle Theft,0
   ATKINS CIRCLE                            DR,28277,1447723,484782,Motor Vehicle Theft,0
   RED ROBIN                                ST,28214,1411245,559382,Motor Vehicle Theft,0
   ALEXANDER VALLEY                         DR,28277,1470925,483699,Motor Vehicle Theft,0
S  MCDOWELL                                 ST,28204,1451214,539362,Motor Vehicle Theft,0
S  TRYON                                    ST,28208,1440541,533715,Motor Vehicle Theft,0
   CALVERT                                  ST,28208,1443964,543832,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28227,1501433,535065,Motor Vehicle Theft,0
   VILLAGE LAKE                             DR,28212,1478645,518524,Motor Vehicle Theft,0
   EASTWAY                                  DR,28205,1468357,538506,Motor Vehicle Theft,0
   KINGHURST                                DR,28216,1437901,575493,Motor Vehicle Theft,0
   CAMDEN                                   RD,28203,1445609,538667,Motor Vehicle Theft,0
E  36TH                                     ST,28205,1463004,547820,Motor Vehicle Theft,0
   THE PLAZA                                  ,28205,1467527,550297,Motor Vehicle Theft,0
   JOHN PENN                                CR,28215,1481495,552674,Motor Vehicle Theft,0
   GROBIE                                   WY,28216,1446113,592865,Motor Vehicle Theft,0
E  W T HARRIS                               BV,28212,1483951,532742,Motor Vehicle Theft,0
   CRESCENT VIEW                            DR,28269,1473243,584630,Motor Vehicle Theft,0
   BOSWELL                                  RD,28227,1497875,538135,Motor Vehicle Theft,0
N  CEDAR                                    ST,28202,1447914,545046,Motor Vehicle Theft,0
   BRIAR CREEK                              RD,28205,1464852,537399,Motor Vehicle Theft,0
   PERUGIA                                  WY,28273,1406966,499598,Motor Vehicle Theft,0
   WILORA LAKE                              DR,28212,1478308,535427,Motor Vehicle Theft,0
   HIDDEN STREAM                            CT,28213,1468744,561276,Motor Vehicle Theft,0
   TYNDALE                                  AV,28210,1448601,508902,Motor Vehicle Theft,0
   GRIMES                                   ST,28216,1456815,553543,Motor Vehicle Theft,0
   SOUTHWEST                                BV,28216,1443377,556533,Motor Vehicle Theft,0
   ANASTASIA                                CT,28214,1422497,575212,Motor Vehicle Theft,0
   BEACON HILL                              LN,28270,1467752,509289,Motor Vehicle Theft,0
N  TRYON                                    ST,28213,1472244,560803,Motor Vehicle Theft,0
   SOUTH COMMERCE                           BV,28273,1423104,504553,Motor Vehicle Theft,0
   DOUGHERTY                                DR,28215,1476156,561790,Motor Vehicle Theft,0
   ELECTRA                                  LN,28212,1476906,525586,Motor Vehicle Theft,0
   BERRYHILL                                RD,28208,1439547,544752,Motor Vehicle Theft,0
   TUCKASEEGEE                              RD,28214,1423821,549400,Motor Vehicle Theft,0
   ABERDEEN                                 ST,28208,1431542,545146,Motor Vehicle Theft,0
   CRANE POINT                              DR,28215,1491186,531030,Motor Vehicle Theft,0
   RENTAL CAR                               RD,28208,1418347,542918,Motor Vehicle Theft,0
   ATMORE                                   ST,28205,1464240,550117,Motor Vehicle Theft,0
   WILKINSON                                BV,28214,1434145,542603,Motor Vehicle Theft,0
   WEST                                     BV,28208,1433005,537238,Motor Vehicle Theft,0
   COPPER CREEK                             CT,28227,1487415,533879,Motor Vehicle Theft,0
   MENDHAM                                  DR,28215,1479074,546492,Motor Vehicle Theft,0
   LEGACY PARK                              DR,28269,1470585,577966,Motor Vehicle Theft,0
W  PARK                                     AV,28203,1444684,538585,Motor Vehicle Theft,0
   UNIVERSITY RIDGE                         DR,28213,1482150,564985,Motor Vehicle Theft,0
   ELGYWOOD                                 LN,28213,1471010,559099,Motor Vehicle Theft,0
   SOUTH                                    BV,28210,1439304,507350,Motor Vehicle Theft,0
   EDUCATION                                WY,28262,1484979,575367,Motor Vehicle Theft,0
   FORTY NINER                              AV,28262,1489450,577746,Motor Vehicle Theft,0
   PARKRIDGE                                DR,28214,1405222,547539,Motor Vehicle Theft,0
   BELLHAVEN                                BV,28214,1422412,570319,Motor Vehicle Theft,0
   WATERFORD CREEK                          LN,28212,1481571,524796,Motor Vehicle Theft,0
E  TRADE                                    ST,28202,1449949,542056,Motor Vehicle Theft,0
   SUNSET                                   RD,28216,1444948,571372,Motor Vehicle Theft,0
N  ALEXANDER                                ST,28205,1461294,549267,Motor Vehicle Theft,0
   BISANER                                  ST,28269,1465022,573509,Motor Vehicle Theft,0
W  WOODLAWN                                 RD,28208,1436619,526423,Motor Vehicle Theft,0
   STATESVILLE                              RD,28269,1449906,581130,Motor Vehicle Theft,0
   STATESVILLE                              RD,28269,1451904,564768,Motor Vehicle Theft,0
   COURTNEY RIDGE                           LN,28217,1432332,527030,Motor Vehicle Theft,0
   ZIEGLER                                  LN,28269,1465515,597846,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28215,1484248,532864,Motor Vehicle Theft,0
   MCALLISTER                               DR,28206,1445499,562186,Motor Vehicle Theft,0
   TIGERTON                                 LN,28269,1473105,584821,Motor Vehicle Theft,0
   STONE MOUNTAIN                           CT,28262,1469010,567944,Motor Vehicle Theft,0
   OAK PASTURE                              LN,28269,1462183,575812,Motor Vehicle Theft,0
   RANCHWOOD                                DR,28217,1425943,514926,Motor Vehicle Theft,0
   NOBLES                                   AV,28208,1427803,536717,Motor Vehicle Theft,0
   RASPBERRY KNOLL                          DR,28208,1427553,552419,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28212,1479801,518857,Motor Vehicle Theft,0
   SUNSET                                   RD,28216,1446609,571317,Motor Vehicle Theft,0
   KURT                                     CT,28209,1444419,522857,Motor Vehicle Theft,0
   SHARON VIEW                              RD,28210,1455097,511351,Motor Vehicle Theft,0
   IVY MEADOW                               DR,28213,1483324,565357,Motor Vehicle Theft,0
   HAWTHORNE                                LN,28205,1456991,539990,Motor Vehicle Theft,0
E  W T HARRIS                               BV,28215,1484040,541050,Motor Vehicle Theft,0
W  4TH                                      ST,28202,1447556,544257,Motor Vehicle Theft,0
   LASALLE                                  ST,28216,1449789,554879,Motor Vehicle Theft,0
   HOLLIFORD                                CT,28215,1471563,548507,Motor Vehicle Theft,0
   CROMWELL                                 CT,28205,1465563,547688,Motor Vehicle Theft,0
   MCALWAY                                  RD,28211,1464220,528888,Motor Vehicle Theft,0
   AMBASSADOR                               ST,28208,1441027,548269,Motor Vehicle Theft,0
   GASKILL                                  CT,28269,1471634,600895,Motor Vehicle Theft,0
N  SHARON AMITY                             RD,28205,1475204,535151,Motor Vehicle Theft,0
S  COLLEGE                                  ST,28202,1449355,542073,Motor Vehicle Theft,0
   SEIGLE                                   AV,28205,1454485,541444,Motor Vehicle Theft,0
   BROADWING                                PL,28273,1403494,488072,Motor Vehicle Theft,0
   FARMER                                   ST,28208,1433958,536241,Motor Vehicle Theft,0
   SEACROFT                                 RD,28210,1442123,518999,Motor Vehicle Theft,0
   UNIVERSITY RIDGE                         DR,28262,1482150,564985,Motor Vehicle Theft,0
   MCBRIDE                                  ST,28215,1477726,553010,Motor Vehicle Theft,0
   DALECREST                                DR,28269,1459209,561200,Motor Vehicle Theft,0
   HIDDEN FOREST                            DR,28213,1469518,560044,Motor Vehicle Theft,0
N  TRYON                                    ST,28213,1470757,554958,Motor Vehicle Theft,0
E  16TH                                     ST,28205,1454371,545599,Motor Vehicle Theft,0
   ELKWOOD                                  CR,28205,1466633,546291,Motor Vehicle Theft,0
   COLONY PARKWAY                           DR,28211,1453771,516976,Motor Vehicle Theft,0
   QUAIL HOLLOW                             RD,28210,1451279,505568,Motor Vehicle Theft,0
   UNAKA                                    AV,28205,1470456,531845,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28227,1518178,541122,Motor Vehicle Theft,0
   CATHERINE SIMMONS                        AV,28216,1448176,556024,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28227,1518178,541122,Motor Vehicle Theft,0
   BOARS HEAD                               CT,28214,1411547,556295,Motor Vehicle Theft,0
   WESTINGHOUSE                             BV,28273,1425724,501801,Motor Vehicle Theft,0
   BENDING BIRCH                            PL,28206,1451044,552235,Motor Vehicle Theft,0
   PIN OAK                                  CR,28215,1480304,534527,Motor Vehicle Theft,0
   SPYGLASS                                 PL,28224,1414816,556420,Motor Vehicle Theft,0
   JOHN PRICE                               RD,28273,1417385,505768,Motor Vehicle Theft,0
   SCOTT CREEK                              DR,28213,1492953,562632,Motor Vehicle Theft,0
   PENNWOOD                                 LN,28215,1473323,552910,Motor Vehicle Theft,0
   PENNINGER                                CR,28262,1466901,573264,Motor Vehicle Theft,0
   JOSH BIRMINGHAM                          PY,28208,1419128,540460,Motor Vehicle Theft,0
   JOSH BIRMINGHAM                          PY,28208,1419128,540460,Motor Vehicle Theft,0
   DOVE TREE                                LN,28215,1471442,557335,Motor Vehicle Theft,0
   IDLEWILD                                 RD,28212,1483092,527294,Motor Vehicle Theft,0
N  DAVIDSON                                 ST,28205,1459856,548955,Motor Vehicle Theft,0
   VENTURA WAY                                ,28215,1467550,560913,Motor Vehicle Theft,0
   CATHERINE SIMMONS                        AV,28208,1449220,555816,Motor Vehicle Theft,0
   ROCKEFELLER                              LN,28210,1442319,513114,Motor Vehicle Theft,0
   TIPPERARY                                PL,28215,1477098,547766,Motor Vehicle Theft,0
   FORESTBROOK                              DR,28208,1428906,548914,Motor Vehicle Theft,0
   MANZANITA                                DR,28227,1493116,529653,Motor Vehicle Theft,0
   EDUCATION                                WY,28262,1484694,575203,Motor Vehicle Theft,0
W  5TH                                      ST,28202,1449340,543803,Motor Vehicle Theft,0
W  SUGAR CREEK                              RD,28215,1465123,562150,Motor Vehicle Theft,0
   YATESWOOD                                DR,28212,1482413,533062,Motor Vehicle Theft,0
   HIRAM                                    ST,28208,1433681,535720,Motor Vehicle Theft,0
   EMORY                                    LN,28211,1466017,525812,Motor Vehicle Theft,0
   OAKDALE                                  RD,28216,1431706,578536,Motor Vehicle Theft,0
   CRANDON                                  DR,28216,1438860,567737,Motor Vehicle Theft,0
S  COLLEGE                                  ST,28202,1449355,542073,Motor Vehicle Theft,0
   BIG LAUREL                               AV,28262,1487256,574580,Motor Vehicle Theft,0
   VILLA                                    CT,28211,1462302,530146,Motor Vehicle Theft,0
   ERSKINE                                  DR,28205,1465257,546717,Motor Vehicle Theft,0
   CARTER CREEK                             DR,28227,1480987,515044,Motor Vehicle Theft,0
   NEWELL-HICKORY GROVE                     RD,28213,1481102,557314,Motor Vehicle Theft,0
   WINSTON                                  ST,28216,1456038,551459,Motor Vehicle Theft,0
   PERKINS                                  RD,28269,1455954,569624,Motor Vehicle Theft,0
   VICTORIA BROOK                           LN,28208,1429434,552151,Motor Vehicle Theft,0
   CHASTAIN WALK                            DR,28216,1423621,581279,Motor Vehicle Theft,0
   IDEAL                                    WY,28203,1445923,533018,Motor Vehicle Theft,0
   TEAL POINT                               DR,28205,1474197,534850,Motor Vehicle Theft,0
   TACOMA                                   ST,28208,1428265,548515,Motor Vehicle Theft,0
   POTOMAC                                  CT,28211,1453891,516105,Motor Vehicle Theft,0
   SEIGLE                                   AV,28204,1454485,541444,Motor Vehicle Theft,0
   IBM                                      DR,28262,1472036,568888,Motor Vehicle Theft,0
   NATIONS FORD                             RD,28227,1434550,509314,Motor Vehicle Theft,0
   LAKEMIST                                 DR,28217,1437991,515294,Motor Vehicle Theft,0
   SEAMAN                                   DR,28217,1435381,534676,Motor Vehicle Theft,0
   KREFELD                                  DR,28212,1481691,516744,Motor Vehicle Theft,0
N  HOSKINS                                  RD,28208,1437829,557137,Motor Vehicle Theft,0
   KENLEY                                   LN,28217,1435940,517601,Motor Vehicle Theft,0
   CENTRAL                                  AV,28205,1470842,538184,Motor Vehicle Theft,0
   FORESTWINDS                              LN,28216,1420873,583599,Motor Vehicle Theft,0
   EASTWAY                                  DR,28206,1468628,548348,Motor Vehicle Theft,0
   KILBORNE                                 DR,28205,1470008,542469,Motor Vehicle Theft,0
   BRANCH WAY                               CT,28273,1436703,509737,Motor Vehicle Theft,0
   CONTINENTAL                              BV,28273,1425434,505155,Motor Vehicle Theft,0
   HAWTHORNE                                LN,28204,1455150,537097,Motor Vehicle Theft,0
   MONROE                                   RD,28205,1467745,529963,Motor Vehicle Theft,0
   CHERRYCREST                              LN,28217,1436701,515652,Motor Vehicle Theft,0
   BROOKSHIRE                               BV,28216-4005  ,1439738,555171,Motor Vehicle Theft,0
   HICKORY BLUFF                            CT,28208,1429451,550346,Motor Vehicle Theft,0
W  SUGAR CREEK                              RD,28213,1464408,556987,Motor Vehicle Theft,0
   INTERFACE                                LN,28269,1468441,574249,Motor Vehicle Theft,0
   OREGON                                   ST,28208,1438886,553184,Motor Vehicle Theft,0
   GLORY                                    ST,28206,1463096,554961,Motor Vehicle Theft,0
   STATESVILLE                              RD,28269,1452493,560544,Motor Vehicle Theft,0
   NORTHBEND                                DR,28262,1483729,578952,Motor Vehicle Theft,0
S  SUMMIT                                   AV,28208,1444437,544961,Motor Vehicle Theft,0
   SNOW WHITE                               LN,28213,1467452,557308,Motor Vehicle Theft,0
E  35TH                                     ST,28205,1463473,547096,Motor Vehicle Theft,0
   EASTWAY                                  DR,28205,1470010,544152,Motor Vehicle Theft,0
   FIRENZA                                  CR,28273,1407090,500275,Motor Vehicle Theft,0
   RAVENRIDGE                               CT,28216,1434516,566633,Motor Vehicle Theft,0
   TWO MOONS                                DR,28212,1482777,536675,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1457097,549348,Motor Vehicle Theft,0
   STATESVILLE                              RD,28216,1452041,560268,Motor Vehicle Theft,0
   QUAIL HOLLOW                             RD,28210,1450712,508190,Motor Vehicle Theft,0
   HELMSLEY                                 CT,28273,1413103,500868,Motor Vehicle Theft,0
   CROWNSGATE                               CT,28210,1458272,533412,Motor Vehicle Theft,0
   BENARD                                   AV,28213,1460202,551145,Motor Vehicle Theft,0
   CHELSEA                                  DR,28209,1449242,523164,Motor Vehicle Theft,0
   REAGAN                                   DR,28206,1464366,560697,Motor Vehicle Theft,0
   BISHOPS WAY                              LN,28205,1471232,543958,Motor Vehicle Theft,0
   CASPER                                   DR,28208,1402176,542909,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28205,1464820,533960,Motor Vehicle Theft,0
   SPRINGFIELD                              DR,28212,1480436,528167,Motor Vehicle Theft,0
   CARTER CREEK                             DR,28227,1481461,515120,Motor Vehicle Theft,0
   LAKEMIST                                 DR,28217,1437766,515364,Motor Vehicle Theft,0
   SHAMROCK                                 DR,28215,1471805,545896,Motor Vehicle Theft,0
   LAMBETH                                  DR,28213,1468122,555015,Motor Vehicle Theft,0
   FIELDCREST                               RD,28217,1434416,533656,Motor Vehicle Theft,0
   EQUIPMENT                                DR,28213,1465639,561893,Motor Vehicle Theft,0
E  35TH                                     ST,28205,1461751,548677,Motor Vehicle Theft,0
   TOM HUNTER                               RD,28213,1465872,560984,Motor Vehicle Theft,0
E  I-485 OUTER                              HY,28277,1456791,483123,Motor Vehicle Theft,0
S  HOSKINS                                  RD,28208,1436366,555981,Motor Vehicle Theft,0
   EASTWAY                                  DR,28205,1469914,542533,Motor Vehicle Theft,0
   PAVILION                                 BV,28213,1489303,572988,Motor Vehicle Theft,0
   POINTER RIDGE                            DR,28214,1407339,572604,Motor Vehicle Theft,0
   ACADEMY                                  ST,28205,1465584,547387,Motor Vehicle Theft,0
   DRAINS BAY                               CT,28214,1407892,571297,Motor Vehicle Theft,0
