Street_Address,Zipcode,X_Coordinate,Y_Coordinate,NIBRS_Hi_Class,HighRisk
   THORNTON                                 RD,28208,1430116,544755,Motor Vehicle Theft,0
   BONITA                                   LN,28262,1480478,577164,Motor Vehicle Theft,0
   BENJAMIN                                 ST,28210,1440883,534393,Motor Vehicle Theft,0
S  HOSKINS                                  RD,28208,1436251,555899,Motor Vehicle Theft,0
   HALTON PARK                              DR,28262,1490921,574271,Motor Vehicle Theft,0
   BLYTHE                                   BV,28203,1450664,534250,Motor Vehicle Theft,0
   CENTRAL                                  AV,28205,1470961,538226,Motor Vehicle Theft,0
   AMITY POINTE                             RD,28215,1481363,544564,Motor Vehicle Theft,0
   NOBLES                                   AV,28208,1427524,536545,Motor Vehicle Theft,0
   CARTER CREEK                             DR,28227,1481250,515381,Motor Vehicle Theft,0
   DALTON                                   AV,28206,1453792,547277,Motor Vehicle Theft,0
   NEVIN                                    RD,28269,1458115,566644,Motor Vehicle Theft,0
   ARBORGATE                                DR,28273,1436893,509662,Motor Vehicle Theft,0
   DEHERRADORA                              AV,28208-4822  ,1432651,542907,Motor Vehicle Theft,0
   SOUTH                                    BV,28210,1439140,518801,Motor Vehicle Theft,0
   LONGLEAF                                 DR,28210,1440437,500519,Motor Vehicle Theft,0
N  CALDWELL                                 ST,28205,1455193,545172,Motor Vehicle Theft,0
   REMOUNT                                  RD,28208,1438881,538181,Motor Vehicle Theft,0
   LODGE SOUTH                              CR,28217,1436240,510667,Motor Vehicle Theft,0
   MCALLISTER                               DR,28216,1445506,562485,Motor Vehicle Theft,0
   HARTNESS                                 AV,28211,1464378,527249,Motor Vehicle Theft,0
   HILL POINT                               CT,28262,1483315,578558,Motor Vehicle Theft,0
   BAYBROOK                                 LN,28277,1452919,488968,Motor Vehicle Theft,0
   TUCKASEEGEE                              RD,28208,1433543,549764,Motor Vehicle Theft,0
   WOODSCAPE                                DR,28212,1477389,518162,Motor Vehicle Theft,0
   IVERSON                                  WY,28203,1444195,533795,Motor Vehicle Theft,0
   PROVIDENCE COUNTRY CLUB                  DR,28277,1465933,474120,Motor Vehicle Theft,0
   CRANBROOK                                LN,28205,1458040,533060,Motor Vehicle Theft,0
   BELLEFONTE                               DR,28206,1457428,551504,Motor Vehicle Theft,0
   APPLEGATE                                RD,28209,1440849,525988,Motor Vehicle Theft,0
   SEASON GROVE                             LN,28216,1418904,577871,Motor Vehicle Theft,0
   ROSEHAVEN                                DR,28205,1473129,537194,Motor Vehicle Theft,0
   LAKEVIEW                                 RD,28216,1446685,580522,Motor Vehicle Theft,0
S  CLARKSON                                 ST,28202,1442651,541194,Motor Vehicle Theft,0
   ARBOR VISTA                              DR,28262,1477143,582519,Motor Vehicle Theft,0
   MORTONHALL                               RD,28215,1488713,559832,Motor Vehicle Theft,0
   TARA                                     LN,28213,1467880,561745,Motor Vehicle Theft,0
   COOL WATER                               CT,28215,1480485,549802,Motor Vehicle Theft,0
   FOUNTAINGROVE                            DR,28262,1476408,583678,Motor Vehicle Theft,0
   ALBEMARLE                                RD,28227,1495549,536917,Motor Vehicle Theft,0
W  5TH                                      ST,28202,1447672,545620,Motor Vehicle Theft,0
   KINGSFORD                                DR,28217,1434606,510213,Motor Vehicle Theft,0
   STATESVILLE                              AV,28206,1451754,556732,Motor Vehicle Theft,0
E  KINGSTON                                 AV,28203,1447356,535634,Motor Vehicle Theft,0
   HERRIN                                   AV,28205,1465098,546761,Motor Vehicle Theft,0
   ARDSLEY                                  RD,28207,1452323,532864,Motor Vehicle Theft,0
   TYVOLA                                   RD,28210,1435815,519505,Motor Vehicle Theft,0
   SOUTH                                    BV,28273,1437273,501669,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1456380,548564,Motor Vehicle Theft,0
   INTERNATIONAL AIRPORT                    DR,28208,1421291,531144,Motor Vehicle Theft,0
N  TRYON                                    ST,28206,1464623,553528,Motor Vehicle Theft,0
   DELTA CROSSING                           LN,28212,1484336,537514,Motor Vehicle Theft,0
   AVALON                                   AV,28208,1438654,549340,Motor Vehicle Theft,0
   BLUE ASTER                               LN,28269,1461717,578442,Motor Vehicle Theft,0
   AVALON LOOP                              RD,28269,1463501,570909,Motor Vehicle Theft,0
   FREEDOM                                  DR,28208,1434445,548681,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28212,1472725,529557,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28212,1475066,526347,Motor Vehicle Theft,0
   ROGERS                                   ST,28208,1437344,549139,Motor Vehicle Theft,0
   FARMER                                   ST,28217,1433895,536402,Motor Vehicle Theft,0
   DEWBERRY                                 TR,28208,1436051,539244,Motor Vehicle Theft,0
   LOUISE                                   AV,28205,1457625,542671,Motor Vehicle Theft,0
   MAGNOLIA HILL                            DR,28205,1470274,542619,Motor Vehicle Theft,0
   EASTWAY                                  DR,28054,1469276,541327,Motor Vehicle Theft,0
N  SMITH                                    ST,28202,1448862,544788,Motor Vehicle Theft,0
   CAROWAY                                  ST,28262,1489393,573785,Motor Vehicle Theft,0
   RISING OAK                               DR,28206,1451333,549730,Motor Vehicle Theft,0
   ASHBY                                    ST,28206,1453692,546426,Motor Vehicle Theft,0
   REAFIELD                                 DR,28226,1452495,490787,Motor Vehicle Theft,0
   MAGGIE                                   LN,28273,1438238,503875,Motor Vehicle Theft,0
   SCOTT FUTRELL                            DR,28208,1427269,546735,Motor Vehicle Theft,0
W  SHARON                                   RD,28210,1439346,502670,Motor Vehicle Theft,0
   BROOKRUN DR                                ,28209,1443388,524152,Motor Vehicle Theft,0
   SPRING                                   ST,28206,1451018,549132,Motor Vehicle Theft,0
   LONG CREEK FAIRWAY                       DR,28216,1446618,584601,Motor Vehicle Theft,0
   STATESVILLE                              AV,28206,1451798,552589,Motor Vehicle Theft,0
   CENTRAL                                  AV,28205,1467148,538563,Motor Vehicle Theft,0
E  HEBRON                                   ST,28210,1438104,506083,Motor Vehicle Theft,0
   WESTERWOOD VILLAGE                       DR,28214,1416835,551956,Motor Vehicle Theft,0
   KINGSPARK                                DR,28208,1435240,539419,Motor Vehicle Theft,0
   FALKIRK                                  PL,28270,1475110,510644,Motor Vehicle Theft,0
   RALEIGH                                  ST,28213,1465386,551894,Motor Vehicle Theft,0
N  CHURCH                                   ST,28202,1449734,543441,Motor Vehicle Theft,0
   LONGLEAF                                 DR,28273,1438694,500828,Motor Vehicle Theft,0
   LONG CREEK CLUB                          DR,28216,1445982,584893,Motor Vehicle Theft,0
   DELTA CROSSING                           LN,28212,1484019,536504,Motor Vehicle Theft,0
   PARK                                     DR,28204,1454216,538811,Motor Vehicle Theft,0
E  MOREHEAD                                 RD,28202,1447172,540342,Motor Vehicle Theft,0
   HARTNESS                                 AV,28211,1464378,527249,Motor Vehicle Theft,0
   EAST                                     BV,28203,1445335,537192,Motor Vehicle Theft,0
   SPYGLASS                                 PL,28214,1414887,556734,Motor Vehicle Theft,0
   EAGLE PEAK                               DR,28208,1418969,558014,Motor Vehicle Theft,0
   ROSE TERRACE                             CT,28215,1482349,545111,Motor Vehicle Theft,0
   KENNON                                   ST,28205,1458299,543695,Motor Vehicle Theft,0
   OLD PROVIDENCE                           RD,28226,1465819,508758,Motor Vehicle Theft,0
   MALLARD HIGHLANDS                        DR,28262,1481611,581264,Motor Vehicle Theft,0
   SQUIRREL HILL                            RD,28213,1465870,560187,Motor Vehicle Theft,0
   EASTWAY                                  DR,28205,1469438,541618,Motor Vehicle Theft,0
   SHADY OAK                                TL,28210,1440203,505009,Motor Vehicle Theft,0
   TIMBER COMMONS                           LN,28212,1479318,516296,Motor Vehicle Theft,0
   CRAIG                                    AV,28210,1467543,527426,Motor Vehicle Theft,0
   DAWNSHIRE                                AV,28208,1444985,562169,Motor Vehicle Theft,0
W  5TH                                      ST,28202,1447376,545754,Motor Vehicle Theft,0
   SYCAMORE CREEK                           DR,28217,1436446,509764,Motor Vehicle Theft,0
   EXECUTIVE                                ST,28208,1430461,547510,Motor Vehicle Theft,0
   RIVERSIDE                                DR,28214,1406061,576009,Motor Vehicle Theft,0
   YATESWOOD                                DR,28212,1482203,532368,Motor Vehicle Theft,0
   SOUTH                                    BV,28273,1438202,504815,Motor Vehicle Theft,0
   WHISPERING PINES                         DR,28217,1432532,520473,Motor Vehicle Theft,0
   PARK                                     RD,28210,1446088,528000,Motor Vehicle Theft,0
   ABELWOOD                                 RD,28216,1443503,557624,Motor Vehicle Theft,0
   STONE ORCHARD                            PL,28209,1444354,529581,Motor Vehicle Theft,0
   HILO                                     DR,28206,1460844,553267,Motor Vehicle Theft,0
W  28TH                                     ST,28206,1455456,551432,Motor Vehicle Theft,0
   SPINDLETOP                               PL,28277,1458165,482085,Motor Vehicle Theft,0
   SHOPTON                                  RD,28208,1418712,522416,Motor Vehicle Theft,0
   DUNN COMMONS                             PY,28216,1417806,578564,Motor Vehicle Theft,0
   WADSWORTH                                PL,28206,1453676,545272,Motor Vehicle Theft,0
   APPLEDALE                                DR,28269,1480552,594928,Motor Vehicle Theft,0
E  INDEPENDENCE                             BV,28205,1463986,534987,Motor Vehicle Theft,0
   DELANE                                   AV,28211,1468374,526226,Motor Vehicle Theft,0
S  TRYON                                    ST,28273,1446950,540281,Motor Vehicle Theft,0
N  ALEXANDER                                ST,28205,1453191,542353,Motor Vehicle Theft,0
   SWEETFIELD                               DR,28078,1466299,599180,Motor Vehicle Theft,0
   HEDGELAWN                                DR,28262,1493333,574141,Motor Vehicle Theft,0
N  TRYON                                    ST,28208,1466121,553868,Motor Vehicle Theft,0
   ARBORGATE                                DR,28217,1437449,509998,Motor Vehicle Theft,0
   SHARON                                   RD,28211,1452911,514048,Motor Vehicle Theft,0
   SULLINS                                  RD,28214,1417477,559153,Motor Vehicle Theft,0
   GLENLEA COMMONS                          DR,28216,1444048,571908,Motor Vehicle Theft,0
